,Unnamed: 0,Player,Team,Age,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,GP,PTS,REB,AST,NetRtg,OREB%,DREB%,USG%,TS%,AST%
10,10,Matthew Dellavedova,CLE,29,6-3,200,St.Mary's College of California,Australia,Undrafted,Undrafted,Undrafted,57,3.1,1.3,3.2,-1.2,2.2%,6.7%,12.8%,46.3%,29.7%
11,11,Maurice Harkless,NYK,27,6-7,220,St. John's,USA,2012,1,15,62,5.8,3.9,1.1,1.2,3.8%,11.7%,10.5%,57.2%,6.2%
12,12,Max Strus,CHI,24,6-5,215,DePaul,USA,Undrafted,Undrafted,Undrafted,2,2.5,0.5,0.0,105.8,16.7%,0.0%,15.8%,72.7%,0.0%
13,13,Maxi Kleber,DAL,28,6-10,240,None,Germany,Undrafted,Undrafted,Undrafted,74,9.1,5.2,1.2,3.4,5.4%,13.6%,13.4%,60.5%,6.5%
14,14,Melvin Frazier Jr.,ORL,23,6-5,215,Tulane,USA,2018,2,35,19,2.1,0.5,0.2,-15.0,1.4%,6.7%,12.9%,55.9%,3.9%
15,15,Meyers Leonard,MIA,28,7-0,260,Illinois,USA,2012,1,11,51,6.1,5.1,1.1,4.5,3.0%,21.4%,12.1%,62.7%,7.5%
16,16,Mfiondu Kabengele,LAC,22,6-9,250,Florida State,Canada,2019,1,27,12,3.5,0.9,0.2,0.8,1.7%,15.9%,24.2%,61.4%,5.0%
17,17,Michael Carter-Williams,ORL,28,6-5,190,Syracuse,USA,2013,1,11,45,7.2,3.3,2.4,1.4,5.0%,12.1%,17.5%,53.5%,19.2%
18,18,Michael Frazier II,HOU,26,6-3,200,Florida,USA,Undrafted,Undrafted,Undrafted,13,2.1,0.8,0.2,-16.0,0.6%,6.7%,11.5%,38.4%,2.1%
19,19,Michael Kidd-Gilchrist,DAL,26,6-6,232,Kentucky,USA,2012,1,2,25,2.4,2.7,0.6,4.2,4.5%,16.9%,13.4%,41.6%,7.7%
20,20,Michael Porter Jr.,DEN,22,6-10,218,Missouri,USA,2018,1,14,55,9.3,4.7,0.8,0.7,7.0%,21.4%,21.1%,61.7%,7.4%
21,21,Mikal Bridges,PHX,23,6-6,209,Villanova,USA,2018,1,10,73,9.1,4.0,1.8,2.9,3.2%,10.7%,12.5%,62.0%,8.6%
22,22,Mike Conley,UTA,32,6-1,175,Ohio State,USA,2007,1,4,47,14.4,3.2,4.4,2.1,2.4%,8.3%,22.3%,53.7%,23.6%
23,23,Mike Muscala,OKC,28,6-10,240,Bucknell,USA,2013,2,44,47,4.8,2.3,0.9,-2.3,2.7%,15.6%,16.0%,56.9%,10.6%
24,24,Mike Scott,PHI,31,6-7,237,Virginia,USA,2012,2,43,68,6.0,3.6,0.8,5.7,5.1%,14.8%,13.2%,55.7%,6.4%
25,25,Miles Bridges,CHA,22,6-6,225,Michigan State,USA,2018,1,12,65,13.0,5.6,1.8,-9.7,4.2%,13.8%,19.6%,52.0%,9.2%
26,26,Mitchell Robinson,NYK,22,7-0,240,Western Kentucky,USA,2018,2,36,61,9.7,7.0,0.6,-2.9,12.2%,16.0%,12.9%,72.6%,3.9%
27,27,Miye Oni,UTA,22,6-5,206,Yale,USA,2019,2,58,10,3.5,1.7,0.4,-8.6,4.4%,12.1%,14.6%,51.2%,5.1%
28,28,Mo Bamba,ORL,22,7-0,231,Texas-Austin,USA,2018,1,6,62,5.4,4.9,0.7,0.5,9.9%,21.6%,16.3%,54.2%,7.7%
29,29,Monte Morris,DEN,25,6-2,183,Iowa State,USA,2017,2,51,73,9.0,1.9,3.5,0.8,1.4%,6.7%,16.8%,54.5%,21.9%
30,30,Montrezl Harrell,LAC,26,6-7,240,Louisville,USA,2015,2,32,63,18.6,7.1,1.7,6.5,8.9%,14.1%,24.5%,60.7%,10.2%
31,31,Moritz Wagner,WAS,23,6-11,245,Michigan,Germany,2018,1,25,45,8.7,4.9,1.2,-4.2,6.3%,20.2%,17.9%,63.8%,10.0%
32,32,Moses Brown,POR,20,7-2,245,UCLA,USA,Undrafted,Undrafted,Undrafted,9,1.2,1.6,0.1,-50.9,7.3%,32.4%,20.0%,40.7%,4.8%
33,33,Mychal Mulder,GSW,26,6-3,184,Kentucky,Canada,Undrafted,Undrafted,Undrafted,7,11.0,3.3,1.1,6.2,1.6%,9.3%,16.5%,53.3%,5.3%
34,34,Myles Turner,IND,24,6-11,250,Texas-Austin,USA,2015,1,11,62,12.1,6.6,1.2,0.4,4.7%,16.8%,18.0%,56.6%,5.7%
35,35,Nassir Little,POR,20,6-5,220,North Carolina,USA,2019,1,25,48,3.6,2.3,0.5,-3.2,4.8%,12.0%,13.1%,50.5%,5.0%
36,36,Naz Mitrou-Long,IND,26,6-3,218,Iowa State,Canada,Undrafted,Undrafted,Undrafted,5,2.8,1.4,1.6,20.2,0.0%,11.9%,17.7%,41.2%,25.0%
37,37,Naz Reid,MIN,20,6-9,264,Louisiana State,USA,Undrafted,Undrafted,Undrafted,30,9.0,4.1,1.2,0.7,6.0%,17.6%,23.4%,50.5%,10.6%
38,38,Nemanja Bjelica,SAC,32,6-10,234,None,Serbia,2010,2,35,72,11.5,6.4,2.8,-1.0,5.4%,17.7%,16.7%,60.2%,14.1%
39,39,Nerlens Noel,OKC,26,6-10,220,Kentucky,USA,2013,1,6,61,7.4,4.9,0.9,1.3,8.2%,17.4%,14.8%,71.1%,7.9%
40,40,Nic Claxton,BKN,21,6-11,215,Georgia,USA,2019,2,31,15,4.4,2.9,1.1,-15.6,9.0%,11.2%,14.4%,57.7%,14.2%
41,41,Nickeil Alexander-Walker,NOP,21,6-5,205,Virginia Tech,Canada,2019,1,17,47,5.7,1.8,1.9,-3.6,1.5%,12.2%,23.3%,47.3%,21.2%
42,42,Nicolas Batum,CHA,31,6-9,230,None,France,2008,1,25,22,3.6,4.5,3.0,-3.3,4.9%,14.6%,9.3%,46.3%,17.3%
43,43,Nicolo Melli,NOP,29,6-9,236,None,Italy,Undrafted,Undrafted,Undrafted,60,6.6,3.0,1.4,-4.3,3.4%,13.2%,15.8%,55.6%,11.2%
44,44,Nigel Williams-Goss,UTA,25,6-2,190,Gonzaga,USA,2017,2,55,10,1.4,0.6,0.6,4.5,3.7%,7.0%,16.1%,41.5%,15.8%
45,45,Nikola Jokic,DEN,25,7-0,284,None,Serbia,2014,2,41,73,19.9,9.7,7.0,4.5,7.3%,23.7%,26.6%,60.5%,35.0%
46,46,Nikola Vucevic,ORL,29,6-11,260,Southern California,Montenegro,2011,1,16,62,19.6,10.9,3.6,0.9,6.8%,27.0%,25.8%,54.9%,18.2%
47,47,Noah Vonleh,DEN,24,6-10,257,Indiana,USA,2014,1,9,36,3.7,3.4,0.8,-5.0,8.4%,20.5%,13.5%,62.2%,11.5%
48,48,Norman Powell,TOR,27,6-3,215,UCLA,USA,2015,2,46,52,16.0,3.7,1.8,4.6,1.7%,9.8%,21.0%,62.4%,9.5%
49,49,Norvel Pelle,PHI,27,6-10,231,Iona,USA,Undrafted,Undrafted,Undrafted,24,2.4,3.0,0.3,-15.7,8.1%,22.0%,13.1%,52.6%,4.9%
0,0,OG Anunoby,TOR,22,6-7,232,Indiana,United Kingdo...,2017,1,23,69,10.6,5.3,1.6,6.2,3.8%,12.9%,14.2%,60.0%,7.4%
1,1,Omari Spellman,MIN,22,6-8,245,Villanova,USA,2018,1,30,49,7.6,4.5,1.0,-8.5,7.6%,15.5%,17.7%,55.1%,8.6%
2,2,Oshae Brissett,TOR,22,6-7,210,Syracuse,Canada,Undrafted,Undrafted,Undrafted,19,1.9,1.4,0.4,11.6,6.3%,10.9%,14.5%,45.8%,7.4%
3,3,Otto Porter Jr.,CHI,27,6-8,198,Georgetown,USA,2013,1,3,14,11.9,3.4,1.8,3.2,3.6%,10.8%,20.1%,55.0%,11.3%
4,4,P.J. Dozier,DEN,23,6-6,205,South Carolina,USA,Undrafted,Undrafted,Undrafted,29,5.8,1.9,2.2,-5.7,2.4%,10.8%,19.9%,49.5%,21.6%
5,5,P.J. Tucker,HOU,35,6-5,245,Texas-Austin,USA,2006,2,35,72,6.9,6.6,1.6,3.0,4.2%,13.7%,8.7%,55.9%,6.1%
6,6,P.J. Washington,CHA,21,6-7,230,Kentucky,USA,2019,1,12,58,12.2,5.4,2.1,-6.3,3.2%,14.5%,18.4%,54.7%,11.5%
7,7,Pascal Siakam,TOR,26,6-9,230,New Mexico State,Cameroon,2016,1,27,60,22.9,7.3,3.5,8.8,3.0%,16.2%,27.8%,55.4%,16.1%
8,8,Pat Connaughton,MIL,27,6-5,209,Notre Dame,USA,2015,2,41,67,5.4,4.2,1.6,3.5,4.4%,15.1%,11.8%,56.5%,11.5%
9,9,Patrick Beverley,LAC,31,6-1,180,Arkansas,USA,2009,2,42,51,7.9,5.2,3.6,10.2,4.0%,14.5%,13.1%,56.0%,18.0%
10,10,Patrick McCaw,TOR,24,6-7,181,UNLV,USA,2016,2,38,37,4.6,2.3,2.1,0.6,2.0%,6.8%,9.3%,50.0%,11.8%
11,11,Patrick Patterson,LAC,31,6-8,235,Kentucky,USA,2010,1,14,59,4.9,2.6,0.7,2.5,4.2%,13.6%,14.3%,58.0%,7.5%
12,12,Patty Mills,SAS,31,6-1,180,St.Mary's College of California,Australia,2009,2,55,66,11.6,1.6,1.8,4.1,1.4%,5.4%,19.3%,59.2%,11.2%
